Index,air_temperature,relative_humidity,net_radiation,rainfall_amount,wind_speed,wind_from_direction,net_downward_shortwave_flux,net_downward_longwave_flux,soil_moisture_content_50,soil_moisture_content_200,liquid_soil_water_pressure_50,liquid_soil_water_pressure_200,soil_temperature_0,soil_temperature_50,soil_temperature_100,soil_temperature_200,soil_temperature_500,latent_heat_flux_in_air,sensible_heat_flux_in_air,evapotranspiration_amount
2010-12-16,-10.374,0.46,75.272,0,NA,0,0.025,-63.812,0.198,0.291,NA,255.464,-3.191,-2.249,-1.606,-10.977,0.243,NA,NA,NA
2010-12-17,-11.911,0.755,37.504,0,NA,0,-0.037,-15.441,0.172,0.289,NA,304.999,-3.349,-2.442,-1.772,-14.059,0.194,NA,NA,NA
2010-12-18,-9.151,0.464,75.45,0,NA,0,0.049,-61.537,0.162,0.287,NA,369.202,-3.622,-2.681,-2,-9.442,-0.04,NA,NA,NA
2010-12-19,-9.977,0.622,65.264,0,NA,0,-0.065,-42.13,0.153,0.284,NA,449.528,-3.876,-2.914,-2.183,-10.084,-0.152,NA,NA,NA
2010-12-20,-4.922,0.806,46.361,0,NA,0,-0.034,-30.006,0.154,0.28,NA,547.419,-3.606,-2.927,-2.324,-6.668,-0.28,NA,NA,NA
2010-12-21,-4.103,0.883,27.784,0,NA,0,0.004,-8.927,0.157,0.276,NA,627.654,-3.346,-2.828,-2.344,-6.513,-0.359,NA,NA,NA
2010-12-22,-2.104,1.001,22.387,0.8,NA,0,-0.005,-0.179,0.162,0.277,NA,661.949,-3.066,-2.697,-2.312,-4.145,-0.417,NA,NA,NA
2010-12-23,-0.185,1.016,8.437,1.4,NA,67.991,0.001,-0.167,0.17,0.277,NA,655.719,-2.844,-2.577,-2.268,-2.65,-0.458,NA,NA,NA
2010-12-24,0.683,1,26.183,7.2,NA,193.593,0,2.222,0.177,0.277,NA,626.03,-2.731,-2.511,-2.237,-1.35,-0.489,NA,NA,NA
2010-12-25,-2.83,0.673,53.425,0,NA,0,-0.02,-9.741,0.182,0.278,NA,597.203,-2.687,-2.458,-2.201,-4.301,-0.518,NA,NA,NA
2010-12-26,-7.959,0.536,38.222,0.1,NA,0,-0.019,-36.669,0.174,0.279,NA,567.83,-3.097,-2.545,-2.167,-10.644,-0.525,NA,NA,NA
2010-12-27,-7.33,0.404,65.621,0,NA,0,-0.017,-56.787,0.159,0.279,NA,577.342,-3.573,-2.802,-2.271,-9.647,-0.568,NA,NA,NA
2010-12-28,-4.883,0.66,52.354,0,NA,0,-0.016,-20.883,0.157,0.276,NA,665.652,-3.491,-2.873,-2.359,-6.613,-0.582,NA,NA,NA
2010-12-29,-1.427,0.846,67.993,0,NA,0,-0.009,-19.134,0.162,0.273,NA,758.215,-3.131,-2.754,-2.395,-0.535,-0.708,NA,NA,NA
2010-12-30,0.076,0.671,70.75,0,NA,0,0.043,-50.906,0.162,0.272,NA,797.437,-3.292,-2.817,-2.44,-1.106,-0.797,NA,NA,NA
2010-12-31,-0.491,0.481,77.886,0,NA,0,-0.02,-58.476,0.16,0.27,NA,842.095,-3.474,-2.925,-2.507,-0.934,-0.875,NA,NA,NA
2011-01-01,0.528,0.383,77.606,0,NA,0,0.037,-55.809,0.158,0.267,NA,905.758,-3.532,-2.987,-2.556,-0.699,-0.906,NA,NA,NA
2011-01-02,-0.315,0.441,78.451,0,NA,0,-0.065,-65.781,0.159,0.263,NA,981.46,-3.405,-2.943,-2.559,-1.31,-0.905,NA,NA,NA
2011-01-03,-6.518,0.36,80.391,0,NA,0,-0.069,-73.951,0.155,0.259,NA,1046.175,-3.857,-3.136,-2.63,-6.379,-0.959,NA,NA,NA
2011-01-04,-9.811,0.583,50.097,0,NA,0,-0.026,-53.464,0.148,0.251,NA,1149.912,-4.236,-3.352,-2.721,-12.037,-0.902,NA,NA,NA
2011-01-05,-9.768,0.647,79.355,0,NA,0,-0.05,-61.253,0.144,0.234,NA,1313.641,-4.534,-3.604,-2.919,-9.108,-1.022,NA,NA,NA
2011-01-06,-7.007,0.723,59.244,0,NA,0,-0.064,-28.228,0.142,0.208,NA,NA,-4.385,-3.629,-3.007,-8.928,-1.044,NA,NA,NA
2011-01-07,-1.219,0.852,25.307,0,NA,0,-0.016,-1.744,0.147,0.192,NA,NA,-3.589,-3.239,-2.88,-3.883,-1.097,NA,NA,NA
2011-01-08,0.919,1.002,21.939,0.1,NA,0,-0.038,2.329,0.156,0.193,NA,NA,-3.085,-2.932,-2.732,-1.346,-1.144,NA,NA,NA
2011-01-09,0.531,0.991,18.743,0.2,NA,0,-0.021,0.472,0.164,0.201,NA,NA,-2.884,-2.781,-2.635,-1.709,-1.155,NA,NA,NA
2011-01-10,0.056,1.017,15.954,2.8,NA,0,-0.003,0.461,0.169,0.211,NA,NA,-2.789,-2.701,-2.577,-1.973,-1.159,NA,NA,NA
2011-01-11,-0.13,0.99,25.777,2.1,NA,0,-0.006,3.504,0.174,0.221,NA,NA,-2.752,-2.662,-2.544,-2.081,-1.168,NA,NA,NA
2011-01-12,1.739,0.653,71.792,0.2,NA,0,0.052,-29.14,0.176,0.231,NA,NA,-2.785,-2.664,-2.537,0.4,-1.21,NA,NA,NA
2011-01-13,6.937,0.663,70.564,2.2,NA,0,-0.068,-9.267,0.182,0.271,NA,1265.271,-2.747,-2.678,-2.548,4.167,-1.289,NA,NA,NA
2011-01-14,7.555,0.57,79.948,0,NA,0,-0.017,-44.076,0.189,0.319,NA,761.66,-2.69,-2.708,-2.579,6.669,-1.559,NA,NA,NA
2011-01-15,5.244,0.362,83.98,0,NA,0,-0.106,-58.818,0.194,0.318,NA,249.806,-2.637,-2.653,-2.548,2.734,-1.531,NA,NA,NA
2011-01-16,5.871,0.461,87.334,0,NA,0,0.023,-62.076,0.192,0.322,928.434,296.371,-2.709,-2.717,-2.581,5.302,-1.31,NA,NA,NA
2011-01-17,4.694,0.526,89.358,0,NA,0,0,-69.304,0.186,0.323,911.753,333.476,-2.636,-2.704,-2.557,3.955,-1.29,NA,NA,NA
2011-01-18,4.296,0.447,85.976,0,NA,0,0.058,-67.196,0.182,0.322,908.564,345.858,-2.611,-2.654,-2.517,2.932,-1.303,NA,NA,NA
2011-01-19,0.191,0.534,56.437,0,NA,0,-0.081,-51.865,0.184,0.312,859.136,347.68,-2.799,-2.574,-2.445,-2.766,-1.334,NA,NA,NA
2011-01-20,-5.918,0.49,93.614,0,NA,0,-0.009,-87.95,0.145,0.304,NA,351.251,-4.053,-3.068,-2.558,-6.786,-1.398,NA,NA,NA
2011-01-21,-6.798,0.492,94.961,0,NA,0,-0.086,-74.72,0.133,0.285,NA,448.602,-4.694,-3.756,-2.932,-7.668,-1.384,NA,NA,NA
2011-01-22,-7.062,0.552,96.559,0,NA,0,-0.031,-83.157,0.133,0.222,NA,748.941,-4.696,-3.839,-3.074,-7.105,-1.46,NA,NA,NA
2011-01-23,-3.51,0.315,93.984,0,NA,0,-0.006,-84.296,0.132,0.153,NA,1073.311,-4.744,-3.98,-3.231,-4.775,-1.441,NA,NA,NA
2011-01-24,-1.984,0.488,69.59,0,NA,0,-0.031,-51.908,0.134,0.133,NA,NA,-4.409,-3.816,-3.212,-5.207,-1.461,NA,NA,NA
2011-01-25,-2.071,0.544,69.681,0,NA,0,-0.031,-47.245,0.14,0.13,NA,NA,-3.838,-3.514,-3.107,-3.811,-1.461,NA,NA,NA
2011-01-26,-2.563,0.665,77.754,0,NA,0,-0.018,-47.407,0.145,0.13,NA,NA,-3.514,-3.292,-2.987,-4.244,-1.542,NA,NA,NA
2011-01-27,-4.773,0.642,104.115,0,NA,0,-0.012,-81.348,0.139,0.128,NA,NA,-4.097,-3.555,-3.099,-4.352,-1.659,NA,NA,NA
2011-01-28,-4.704,0.687,98.239,0,NA,0,-0.083,-70.659,0.138,0.124,NA,NA,-4.076,-3.605,-3.165,-4.697,-1.667,NA,NA,NA
2011-01-29,-5.821,0.731,72.627,0,NA,0,-0.035,-58.436,0.136,0.12,NA,NA,-4.414,-3.755,-3.252,-7.336,-1.707,NA,NA,NA
2011-01-30,-3.217,0.679,108.168,0,NA,0,-0.083,-74.861,0.137,0.116,NA,NA,-4.188,-3.826,-3.354,-3.022,-1.705,NA,NA,NA
2011-01-31,-0.982,0.601,113.024,0,NA,0,-0.045,-82.325,0.142,0.116,NA,NA,-3.665,-3.512,-3.209,-0.771,-1.712,NA,NA,NA
2011-02-01,0.061,0.409,116.643,0,NA,0,-0.01,-90.721,0.143,0.117,NA,NA,-3.621,-3.451,-3.174,-0.024,-1.718,NA,NA,NA
2011-02-02,1.781,0.234,118.136,0,NA,0,-0.033,-89.02,0.144,0.118,NA,NA,-3.507,-3.361,-3.138,-0.079,-1.682,NA,NA,NA
2011-02-03,3.266,0.185,95.082,0,NA,0,-0.044,-70.368,0.144,0.117,NA,NA,-3.473,-3.426,-3.163,-0.211,-1.69,NA,NA,NA
2011-02-04,4.469,0.346,109.331,0,NA,0,-0.081,-74.968,0.152,0.119,NA,NA,-2.866,-3.171,-3.033,2.428,-1.605,NA,NA,NA
2011-02-05,8.105,0.253,116.563,0,NA,0,-0.063,-82.579,0.167,0.124,NA,NA,-2.397,-2.93,-2.912,5.389,-1.593,NA,NA,NA
2011-02-06,8.405,0.221,122.221,0,NA,0,-0.018,-83.636,0.183,0.129,NA,NA,-2.261,-2.855,-2.858,6.001,-1.557,NA,NA,NA
2011-02-07,7.698,0.213,130.666,0,NA,0,-0.062,-94.976,0.198,0.135,NA,NA,-2.288,-2.818,-2.821,7.359,-1.595,NA,NA,NA
2011-02-08,6.456,0.239,131.875,0,NA,0,-0.043,-87.204,0.2,0.139,NA,NA,-2.34,-2.773,-2.79,4.627,-1.64,NA,NA,NA
2011-02-09,5.032,0.311,130.295,0,NA,0,-0.031,-85.344,0.203,0.143,NA,NA,-2.278,-2.73,-2.748,5.036,-1.655,NA,NA,NA
2011-02-10,4.449,0.327,136.219,0,NA,0,0.007,-88.586,0.209,0.148,1074.596,NA,-2.27,-2.684,-2.723,4.475,-1.669,NA,NA,NA
2011-02-11,6.394,0.382,96.209,0,NA,0,-0.039,-51.832,0.215,0.153,1004.667,NA,-2.126,-2.662,-2.7,3.525,-1.602,NA,NA,NA
2011-02-12,5.58,0.418,133.218,0,NA,0,-0.012,-72.239,0.242,0.156,894.647,NA,-1.766,-2.527,-2.686,4.78,-1.595,NA,NA,NA
2011-02-13,-0.02,0.883,78.043,0,NA,0,-0.004,-32.469,0.251,0.16,985.346,NA,-2.396,-2.596,-2.614,-1.453,-1.713,NA,NA,NA
2011-02-14,0.316,0.783,120.87,0,NA,0,-0.02,-63.971,0.262,0.164,1026.507,1186.293,-2.043,-2.477,-2.604,0.421,-1.721,NA,NA,NA
2011-02-15,-0.478,0.846,107.003,0,NA,0,-0.021,-43.354,0.261,0.168,931.56,1022.185,-2.334,-2.534,-2.575,-0.91,-1.71,NA,NA,NA
2011-02-16,-1.362,1.016,15.023,0,NA,0,0,-0.933,0.268,0.174,902.776,893.199,-2.662,-2.604,-2.593,-3.371,-1.756,NA,NA,NA
2011-02-17,-1.04,1.016,40.025,1.8,NA,0,-0.043,-1.152,0.266,0.178,985.199,800.554,-2.65,-2.623,-2.593,-2.505,-1.714,NA,NA,NA
2011-02-18,1.004,0.734,130.858,2.2,NA,0,-0.013,-18.947,0.289,0.182,710.088,733.274,-2.486,-2.609,-2.601,1.704,-1.579,NA,NA,NA
2011-02-19,1.233,0.423,150.572,0,NA,0,-0.042,-82.45,0.295,0.187,360.851,675.617,-2.324,-2.509,-2.555,0.487,-1.59,NA,NA,NA
2011-02-20,-1.424,0.707,65.926,0,NA,0,-0.024,-20.151,0.286,0.192,435.041,628.056,-2.608,-2.579,-2.546,-3.483,-1.669,NA,NA,NA
2011-02-21,-0.281,0.616,92.922,0.4,NA,0,-0.024,-26.967,0.293,0.196,443.542,584.459,-2.55,-2.542,-2.523,-2.56,-1.633,NA,NA,NA
2011-02-22,-1.976,0.61,118.172,0,NA,35.08,-0.016,-60.266,0.286,0.201,465.42,543.493,-2.544,-2.517,-2.498,-3.368,-1.606,NA,NA,NA
2011-02-23,-5.576,0.325,165.199,0,NA,0,-0.023,-97.221,0.211,0.206,783.778,523.759,-3.047,-2.517,-2.441,-6.679,-1.655,NA,NA,NA
2011-02-24,-1.347,0.328,127.707,0,NA,0,-0.003,-60.878,0.149,0.211,1215.026,515.557,-3.121,-2.673,-2.464,-3.546,-1.576,NA,NA,NA
2011-02-25,2.302,0.493,142.764,0,NA,0,-0.022,-63.8,0.168,0.214,1333.115,504.446,-2.318,-2.652,-2.522,1.221,-1.439,NA,NA,NA
2011-02-26,0.065,0.324,165.392,0,NA,0,-0.005,-82.165,0.166,0.217,1309.345,494.885,-2.482,-2.654,-2.494,0.556,-1.532,NA,NA,NA
2011-02-27,-1.029,0.848,74.464,1.7,NA,0,-0.023,-12.424,0.183,0.22,1256.418,482.117,-2.699,-2.6,-2.493,-2.596,-1.548,NA,NA,NA
2011-02-28,-0.981,0.915,88.914,1.5,NA,0,-0.02,-23.585,0.189,0.225,1110.752,469.156,-2.577,-2.585,-2.48,-1.497,-1.524,NA,NA,NA
2011-03-01,1.37,0.614,166.86,0,NA,0,-0.014,-79.497,0.217,0.231,780.545,453.244,-2.056,-2.522,-2.465,1.525,-1.458,NA,NA,NA
2011-03-02,-0.044,0.465,181.405,0,NA,0,-0.019,-83.381,0.23,0.238,637.13,435.257,-2.235,-2.495,-2.432,-0.087,-1.49,NA,NA,NA
2011-03-03,-3.645,0.959,95.26,0.3,NA,0,-0.052,-18.353,0.231,0.246,680.991,420.89,-2.491,-2.474,-2.382,-4.562,-1.526,NA,NA,NA
2011-03-04,0.293,0.793,142.552,0.3,NA,0,-0.035,-36.365,0.261,0.253,567.255,393.463,-1.27,-2.132,-2.306,0.201,-1.471,NA,NA,NA
2011-03-05,2.784,0.448,186.973,0,NA,0,-0.007,-88.208,0.258,0.26,475.517,321.116,-1.098,-1.97,-2.146,2.411,-1.339,NA,NA,NA
2011-03-06,4.243,0.262,194.211,0,NA,0,-0.009,-95.21,0.254,0.267,483.733,281.055,-1.188,-1.835,-2.005,2.598,-1.152,NA,NA,NA
2011-03-07,-0.526,0.538,189.662,0,NA,0,-0.081,-94.479,0.24,0.273,539.843,291.584,-1.272,-1.775,-1.919,0.609,-1.214,NA,NA,NA
2011-03-08,-2.079,0.729,189.86,0,NA,9.854,-0.008,-75.901,0.242,0.279,530.851,292.585,-0.655,-1.33,-1.66,-1.144,-1.122,NA,NA,NA
2011-03-09,2.015,0.465,196.599,0,NA,0,-0.017,-86.136,0.242,0.284,546.843,298.518,-0.809,-1.355,-1.59,0.791,-0.882,NA,NA,NA
2011-03-10,3.543,0.488,189.069,0,NA,0,0.026,-75.726,0.249,0.287,542.565,313.319,0.472,-0.632,-1.271,3.675,-0.765,NA,NA,NA
2011-03-11,2.728,0.518,199.974,0,NA,0,-0.102,-91.563,0.26,0.289,549.895,316.691,0.657,-0.188,-0.779,3.385,-0.487,NA,NA,NA
2011-03-12,0.054,0.911,45.56,0,NA,0,-0.046,-19.158,0.272,0.292,547.923,336.897,-0.832,-0.7,-0.758,-2.647,-0.243,NA,NA,NA
2011-03-13,-0.126,0.95,62.919,0.1,NA,0,-0.025,-13.508,0.277,0.292,545.462,358.79,-0.809,-0.873,-0.964,-2.355,-0.208,NA,NA,NA
2011-03-14,2.004,0.942,89.123,0.1,NA,0,-0.031,-16.037,0.277,0.294,542.797,375.107,0.512,-0.108,-0.447,0.596,-0.13,NA,NA,NA
2011-03-15,3.064,0.955,60.265,0,NA,0,-0.027,-13.927,0.276,0.295,554.719,386.155,1.497,0.873,0.477,1.148,0.125,NA,NA,NA
2011-03-16,2.561,1.01,10.695,3.4,NA,0,-0.005,-2.384,0.28,0.295,530.384,395.874,0.884,0.824,0.704,-0.023,0.396,NA,NA,NA
2011-03-17,1.055,0.99,37.297,12.2,NA,0,-0.002,-0.673,0.304,0.312,155.044,233.848,-0.742,-0.201,0.056,-0.526,0.421,NA,NA,NA
2011-03-18,4.104,0.616,184.076,5.3,NA,0,-0.036,-34.163,0.314,0.319,134.449,130.661,-0.361,-0.437,-0.412,3.077,0.325,NA,NA,NA
2011-03-19,3.537,0.555,114.045,0,NA,0,-0.024,-41.028,0.309,0.314,133.865,122.883,0.428,0.169,0.065,1.532,0.336,NA,NA,NA
2011-03-20,0.508,0.402,231.541,0,NA,0,-0.008,-95.366,0.296,0.303,166.043,128.407,-0.034,-0.076,-0.03,0.401,0.445,NA,NA,NA
2011-03-21,1.584,0.329,233.048,0,NA,0,-0.003,-99.697,0.287,0.298,255.415,136.446,0.252,-0.035,-0.057,1.291,0.431,NA,NA,NA
2011-03-22,3.702,0.415,222.338,0,NA,82.28,115.489,-91.614,0.284,0.295,334.844,156.734,1.509,0.735,0.436,3.404,0.447,NA,NA,NA
2011-03-23,7.109,0.376,231.771,0,2.429,115.594,-0.019,-93.73,0.282,0.292,400.6,182.469,3.108,1.961,1.389,7.016,0.73,NA,NA,NA
2011-03-24,7.419,0.374,231.686,0,2.369,113.605,-0.02,-97.531,0.277,0.288,508.059,231.059,3.959,2.805,2.231,7.556,1.18,NA,NA,NA
2011-03-25,8.129,0.373,235.72,0,2.753,133.003,-0.019,-94.305,0.271,0.286,625.663,284.668,4.318,3.276,2.769,7.348,1.678,NA,NA,NA
2011-03-26,7.098,0.426,183.17,0,2.919,136.201,-0.016,-66.097,0.265,0.281,757.318,340.895,3.777,3.163,2.875,5.762,1.954,NA,NA,NA
2011-03-27,4.832,0.726,167.879,0,1.567,163.433,-0.018,-52.251,0.261,0.279,857.504,394.574,4.131,3.218,2.849,4.496,2.034,NA,NA,NA
2011-03-28,4.844,0.759,142.305,1.1,2.12,185.784,-0.02,-42.205,0.261,0.278,910.271,434.251,4.683,3.911,3.436,4.121,2.264,NA,NA,NA
2011-03-29,5.765,0.485,246.745,0,2.563,112.861,96.965,-94.923,0.258,0.276,953,466.976,4.693,3.674,3.276,1.763,2.516,NA,NA,NA
2011-03-30,5.662,0.561,257.012,0,2.385,116.609,177.004,-82.3,0.25,0.275,1079.505,520.155,5.528,4.303,3.834,2.552,2.666,NA,NA,NA
2011-03-31,7.215,0.53,217.542,0,2.198,153.523,150.805,-67.474,0.245,0.272,1215.38,574.92,5.842,4.64,4.195,2.855,2.92,NA,NA,NA
2011-04-01,10.81,0.429,246.691,0,2.839,172.687,173.233,-78.034,0.239,0.27,1344.349,629.013,7.544,5.816,5.104,3.32,3.33,NA,NA,NA
2011-04-02,9.906,0.453,253.934,0,2.343,115.814,177.965,-90.751,0.23,0.267,1525.536,699.432,7.645,6.044,5.41,3.689,3.635,NA,NA,NA
2011-04-03,10.992,0.48,244.839,0,2.239,112.276,170.94,-85.415,0.221,0.264,1706.432,767.918,8.164,6.648,5.899,4.088,3.927,NA,NA,NA
2011-04-04,7.459,0.567,79.919,0.8,3.389,205.757,53.885,-41.411,0.212,0.261,NA,834.285,5.264,5.672,5.65,4.429,4.15,NA,NA,NA
2011-04-05,7.036,0.413,249,0,3.973,309.805,174.632,-75.438,0.208,0.259,NA,914.108,4.869,4.418,4.278,3.779,3.993,NA,NA,NA
2011-04-06,11.811,0.399,238.188,0,3.343,214.266,166.186,-63.783,0.198,0.254,NA,1016.5,6.818,5.535,4.916,3.805,3.84,NA,NA,NA
2011-04-07,14.797,0.382,264.215,0,3.121,186.714,184.244,-82.065,0.188,0.249,NA,1128.208,8.61,6.728,5.857,4.223,4.095,NA,NA,NA
2011-04-08,13.45,0.381,230.741,0,3.196,275.654,158.651,-79.851,0.174,0.241,NA,1269.13,8.392,7.066,6.435,4.76,4.418,NA,NA,NA
2011-04-09,13.531,0.294,271.352,0,3.368,204.143,187.235,-87.599,0.163,0.232,NA,1440.427,8.092,6.931,6.392,4.949,4.658,NA,NA,NA
2011-04-10,12,0.332,268.684,0,3.85,240.893,184.696,-89.089,0.149,0.221,NA,NA,7.819,6.797,6.343,5.06,4.771,NA,NA,NA
2011-04-11,11.418,0.33,263.294,0,2.867,174.36,179.607,-86.923,0.136,0.21,NA,NA,7.773,6.778,6.311,5.101,4.789,NA,NA,NA
2011-04-12,7.781,0.483,119.674,0.3,2.996,228.982,80.116,-42.988,0.126,0.201,NA,NA,5.698,5.97,5.966,5.168,4.88,NA,NA,NA
2011-04-13,0.477,0.462,290.728,0.2,NA,22.16,196.987,-77.504,0.122,0.195,NA,NA,4.28,4.531,4.73,4.617,4.599,NA,NA,NA
2011-04-14,1.707,0.401,217.831,0,NA,0,142.694,-62.774,0.116,0.188,NA,NA,3.292,3.763,4.076,4.16,4.267,NA,NA,NA
2011-04-15,2.693,0.462,277.64,0,NA,0,185.94,-77.237,0.111,0.183,NA,NA,4.687,4.009,3.941,3.828,4.049,NA,NA,NA
2011-04-16,4.507,0.567,290.394,0,NA,0,197.224,-87.991,0.104,0.175,NA,NA,5.949,4.882,4.549,3.944,3.986,NA,NA,NA
2011-04-17,5.656,0.588,290.246,0,NA,0,196.779,-87.178,0.107,0.166,NA,NA,6.766,5.584,5.1,4.196,4.111,NA,NA,NA
2011-04-18,6.327,0.616,288.01,0,NA,0,195.137,-86.948,0.113,0.157,NA,NA,7.173,6.002,5.501,4.459,4.289,NA,NA,NA
2011-04-19,8.115,0.582,288.955,0,NA,0,193.576,-79.45,0.119,0.148,NA,NA,8.184,6.717,6.042,4.747,4.52,NA,NA,NA
2011-04-20,8.654,0.585,289.845,2.7,NA,0,189.765,-87.317,0.126,0.139,NA,NA,8.288,6.967,6.362,5.025,4.804,NA,NA,NA
2011-04-21,9.426,0.573,290.357,0,NA,0,194.079,-89.464,0.132,0.13,NA,NA,8.701,7.287,6.688,5.282,5.007,NA,NA,NA
2011-04-22,9.147,0.583,295.727,0,NA,0,197.706,-89.477,0.139,0.122,NA,NA,8.825,7.428,6.876,5.503,5.194,NA,NA,NA
2011-04-23,7.771,0.681,200.289,0,NA,0,133.578,-55.004,0.145,0.115,NA,NA,7.83,7.082,6.763,5.663,5.297,NA,NA,NA
2011-04-24,9.507,0.704,243.403,0.1,NA,0,162.66,-55.47,0.151,0.111,NA,NA,8.887,7.41,6.814,5.642,5.35,NA,NA,NA
2011-04-25,10.628,0.613,309.777,0,NA,0,207.212,-76.232,0.158,0.106,NA,NA,9.913,8.187,7.408,5.911,5.534,NA,NA,NA
2011-04-26,9.981,0.436,311.569,0.2,NA,0,209.535,-83.222,0.164,0.104,NA,NA,9.213,8.056,7.516,6.154,5.653,NA,NA,NA
2011-04-27,6.716,0.723,278.088,0.2,NA,0,188.736,-64.941,0.17,0.103,NA,NA,9.177,7.939,7.428,6.184,5.742,NA,NA,NA
2011-04-28,5.932,0.837,196.528,0,NA,146.531,130.83,-43.169,0.177,0.103,NA,NA,7.533,7.167,6.988,6.171,5.752,NA,NA,NA
2011-04-29,5.226,0.924,150.202,0,1.3,257.197,100.673,-19.396,0.183,0.103,NA,NA,7.606,7.106,6.806,6.047,5.699,NA,NA,NA
2011-04-30,5.754,0.828,226.121,0,1.715,151.311,148.332,-48.451,0.19,0.103,NA,NA,7.863,7.108,6.751,5.962,5.732,NA,NA,NA
2011-05-01,8.585,0.61,266.745,0,2.909,147.194,178.998,-61.842,0.196,0.103,NA,NA,7.883,7.209,6.878,5.991,5.855,58.733,49.723,2.22
2011-05-02,7.96,0.745,247.354,0,1.894,161.262,167.089,-65.023,0.202,0.103,NA,NA,8.35,7.416,7.015,6.027,5.861,55.904,44.169,1.81
2011-05-03,7.879,0.639,196.437,0,2.865,188.626,128.13,-59.752,0.209,0.103,NA,NA,7.972,7.538,7.239,6.159,6.035,40.544,22.683,1.82
2011-05-04,6.98,0.351,331.187,0,3.851,255.968,222.874,-102.21,0.215,0.103,NA,NA,7.613,6.992,6.771,5.968,6.172,63.373,42.86,2.49
2011-05-05,7.668,0.357,330.256,0,2.426,117.327,222.168,-107.455,0.221,0.108,NA,NA,8.597,7.331,6.927,5.91,6.091,21.499,41.714,2.68
2011-05-06,8.339,0.643,316.38,0.3,2.166,132.858,215.876,-78.646,0.24,0.198,NA,NA,9.601,8.296,7.727,6.207,6.048,42.322,29.242,2.8
2011-05-07,10.78,0.555,317.482,0,2.078,121.826,214.708,-81.33,0.251,0.277,457.635,NA,10.16,9.257,8.663,6.761,6.603,85.858,28.329,3.17
2011-05-08,14.168,0.384,280.907,11.3,3.494,168.736,189.084,-73.918,0.232,0.257,1227.686,NA,9.934,9.533,9.067,7.217,7.166,80.721,1.571,3.36
2011-05-09,10.491,0.583,332.48,0,2.066,129.786,223.551,-83.561,0.214,0.244,NA,NA,10.121,9.373,8.814,7.219,7.192,81.216,43.345,3.05
2011-05-10,11.557,0.629,317.092,0,1.613,148.85,213.559,-66.725,0.199,0.232,NA,NA,11.284,10.318,9.594,7.585,7.486,90.155,41.331,2.96
2011-05-11,14.303,0.425,250.804,0.3,2.828,156.772,169.647,-57.299,0.184,0.221,NA,NA,10.435,10.104,9.711,7.892,7.83,73.46,-2.492,3.1
2011-05-12,12.361,0.635,160.349,2.2,1.711,142.556,105.873,-28.688,0.174,0.214,NA,NA,10.295,9.76,9.355,7.84,7.838,57.555,7.428,2.73
2011-05-13,14.445,0.511,331.376,0,2.216,145.883,224.192,-69.64,0.163,0.208,NA,NA,11.696,10.403,9.638,7.893,7.918,99.444,24.537,3.89
2011-05-14,11.411,0.779,249.312,14.1,1.559,179.928,168.076,-24.91,0.153,0.201,NA,NA,12.221,11.32,10.542,8.416,8.201,142.972,55.645,3
2011-05-15,4.556,0.691,144.284,9.1,3.658,288.722,91.276,-27.089,0.21,0.2,NA,NA,8.691,9.351,9.607,8.516,8.333,74.975,27.853,2.63
2011-05-16,5.551,0.562,161.4,0,3.51,272.035,103.482,-45.245,0.22,0.201,NA,NA,6.295,6.917,7.383,7.595,7.693,54.767,8.042,1.93
2011-05-17,10.187,0.56,247.142,0.3,2.379,184.449,167.506,-44.231,0.208,0.199,NA,NA,7.78,7.387,7.224,7.105,7.081,78.214,15.347,2.83
2011-05-18,10.482,0.664,278.718,0,1.731,144.082,185.666,-55.572,0.19,0.197,NA,NA,9.364,8.55,8.054,7.277,7.001,75.102,27.323,2.8
2011-05-19,12.168,0.62,336.919,49.9,2.036,130.453,227.352,-50.94,0.207,0.229,NA,NA,10.88,9.893,9.228,7.749,7.312,155.704,51.56,3.53
2011-05-20,13.058,0.58,330.871,0,2.062,124.077,224.34,-52.705,0.275,0.299,295.088,NA,11.48,10.697,10.095,8.375,8.046,158.918,46.513,3.77
2011-05-21,12.363,0.675,210.229,7.6,1.731,111.595,143.385,-34.997,0.266,0.29,747.135,594.859,11.232,10.781,10.336,8.753,8.451,88.535,24.304,3.06
2011-05-22,12.546,0.67,262.61,0.5,2.043,152.153,178.745,-38.883,0.26,0.286,1034.997,735.553,11.112,10.595,10.141,8.791,8.595,86.561,20.845,3.46
2011-05-23,15.889,0.499,345.084,0,1.978,144.778,230.663,-61.336,0.246,0.28,1416.594,936.099,12.03,11.052,10.378,8.891,8.681,123.137,14.117,4.24
2011-05-24,16.613,0.464,351.551,0.1,2.687,197.671,234.328,-68.174,0.221,0.272,NA,1210.582,12.575,11.72,11.069,9.321,8.967,133.333,-5.049,5.06
2011-05-25,16.346,0.495,369.409,0.3,2.024,140.637,266.972,-66.782,0.192,0.264,NA,NA,12.729,11.792,11.206,9.603,9.297,123.055,12.179,4.25
2011-05-26,15.113,0.694,251.692,0,1.492,144.349,190.038,-49.311,0.169,0.259,NA,NA,12.896,12.121,11.531,9.844,9.414,82.907,22.671,2.92
2011-05-27,8.219,0.899,81.505,0,1.897,157.086,63.591,-8.945,0.227,0.267,NA,NA,10.344,10.751,10.831,9.829,9.47,92.78,69.323,2.94
